,sentiment,company,text
515,negative,United,preferred security line anymore tsa pre check pull partner platinum spoil
516,negative,United,newarkliberty airport need indicate different gate terminal c flyingainteasy
517,negative,United,yes please newly marry try update last name preexist international seem easy
518,negative,United,united refuse reissue lose voucher plane take due mechanic badcustomerservice
519,negative,United,also run instruct shattered computer
520,negative,United,yes agent last minute one agent rude thankfully ladan nice
521,neutral,United,right overnight miami
522,neutral,United,client hr layover iah day claim recheck luggage take care
523,neutral,United,try find loaner seat new use used car seat illegal accord safety regulation
524,neutral,United,dmed detail
525,negative,United,iah charlotte baggage claim rep latrice h customerservice non existent ignore customer inappropriately touch customer
526,neutral,United,kewl also let know overhead bin row inop love good abbreve
527,positive,United,thanks need issue guess sit awhile longer
528,negative,United,uctraveladvisor would love respond website saw really long form business new seat bad
529,negative,United,refund voucher another different airline expense today hour drive inconvenient
530,negative,United,say farewell call back day infant car seat suppose anywhere child
531,neutral,United,thanks concern contact customer care upon return australia
532,negative,United,well sit ground wait gate tiredofthis
533,negative,United,need guy book plane concern travel someone else move forward
534,negative,United,unacceptable
535,negative,United,email address username sign available
536,positive,United,able claim interim expense cost stuff
537,negative,United,rude rude
538,negative,United,boarding pas austrian airline codeshare rebook incls hour layover stick outside sec
539,negative,United,receive truly breaks guitar wantmymoneyback
540,negative,United,flew telaviv pay third suitcase even plane besides impolite service
541,negative,United,bag still colo spring disable search unfamiliar airport look bag good outcome
542,negative,United,shame flex ticket transfer rule even call neurosurgery icu enough
543,negative,United,denver say handle baggage colo spring give number call either
544,negative,United,guy need serious train customer service many better option put way guy handle ur mistake
545,neutral,United,ord dca
546,negative,United,find problem avoid like plague tell find supervisor
547,negative,United,cancel advance need connect reschedule link gf waited month see
548,negative,United,differ
549,negative,United,addition first delay hour arrive destination hr late
550,neutral,United,cancel flighted rebook add drive denver kc thanks
551,neutral,United,announcement pre boarding address mobility disability require travel lot stuff preboard
552,positive,United,flew unite last month experience awesome
553,negative,United,travel book thru united group dept okc ticket agent less willing connection lax
554,negative,United,v upset disability service tell one employee carry medical equipment rude
555,negative,United,thnx quick reply think assist intl grp put considerable inconvenience today
556,negative,United,transfer ticket accompany yr old active military mom emergency brain surgery wow
557,negative,United,getmeontop week late flightr still say farewell mile mileageplus gift card starbucks card hand
558,negative,United,always hop improvement
559,negative,United,yet complain guy check luggage throw bag around unfortunate coincidence hope
560,negative,United,okc ticket agent roger mclarren sp less helpful intl group travel problem find supervisor
561,negative,United,mobile apps need construction ground os category expensive right
562,negative,United,another fail unite ticket agent okc less helpful could care less problem american come
563,positive,United,also work wc coach good thing bird land ahead schedule use wc stat
564,neutral,United,os control rather app new
565,negative,United,sent email customer care tell may break cry face sincerely hope
566,negative,United,silly delta today unite club staff attendant surly unhelpful always seem bother pesky folk
567,negative,United,phone number find call reservation
568,negative,United,well fix miss buddy bday negligence attempt
569,negative,United,believe customer service like say want number someone fix
570,negative,United,baggage service desk say bc tsa screen fll partly bag bag ewr
571,negative,United,mobile board pas disappear phone stand line board second week hmm
572,positive,United,record rozana newark lovely helpful choosekind
573,neutral,United,last night
574,positive,United,thx update
575,neutral,United,dm nut
576,negative,United,explain eager attendant try ask vision guide dog
577,negative,United,point ask detail servicedog book crew read continue
578,negative,United,tried one available bogota everyone rude houston stick hour guy
579,negative,United,ua la iad mechanical problem take land fix delay wtfodds
580,positive,United,despite bag break newark good informative email track update
581,negative,United,iad la mechanical problem switch aircraft delay hour
582,negative,United,crash try check
583,positive,United,wow deal plus seat available easy change customer happy
584,neutral,United,thanks info already know
585,neutral,United,airline trouble winter leave good customer service contact negotiate resolution
586,negative,United,logan board gong show due lax carry enforcement bin full coat room bag need better system
587,negative,United,extra return ticket nullify san francisco airport terrible service rep scam
588,neutral,United,email address reach long dm
589,negative,United,disappoint honor credit give ur mistake take business elsewhere victory hand
590,negative,United,still wait suppose depart shock
591,negative,United,credit last trip never come mail
592,negative,United,ok month wait hear airline give quite bit day request terrible service
