,sentiment,company,text
415,neutral,Virgin America,from to dallas austin on avgeek
416,neutral,Virgin America,nice to see you expand in texas but do forget about us here in sandiego i would love to see more out of here
417,negative,Virgin America,kinda suck my earphone jack do work on my they may want to look into that for future passenger
418,negative,Virgin America,very poor experience first computer problem now seat malfunction stuck miss meeting in san diego
419,neutral,Virgin America,to battle on route via
420,positive,Virgin America,thankyou the dalaus route my day
421,positive,Virgin America,awesome deal dalaus for only each way
422,neutral,Virgin America,i miss the nerdbird in san jose
423,positive,Virgin America,love it take on in their backyard consumer win when biz competes
424,positive,Virgin America,​ be from love to austin now that be most excellent news
425,neutral,Virgin America,can we every vx plane with nerdbird why should austin be the only one nerd love
426,neutral,Virgin America,please add more frequency to pdx portland
427,positive,Virgin America,congrats vx on the new route airplane party popper
428,negative,Virgin America,i try that you offer to charge me an additional for a new ticket or be strand until thurs last
429,neutral,Virgin America,americanair can u with to a old battling cancer who need treatment in flag united state grow heart ribbon grow heart
430,negative,Virgin America,never have a bad experience before but this one take the cake now extortion for carry on item as well
431,negative,Virgin America,have to spend hour worry that item in carryon would be brokenstolen since i could carry them on plane or lock bag
432,negative,Virgin America,all of group e be tell there be no more room in the bin when i on the plane be room for at least bag in my row
433,negative,Virgin America,thanks for my from lax to jfk a nightmare by force me to check my carry on bag at the gate
434,negative,Virgin America,i have lot of to book and your site it not work i be on the phone wait for over minute
435,positive,Virgin America,i be all about the in artisanal cheese and wine pairing
436,neutral,Virgin America,do virgin america direct from seattle to nyc or boston
437,positive,Virgin America,that classy
438,positive,Virgin America,i m sure a lot of your and jfklhr a lot faster than with a strong tailwind
439,positive,Virgin America,now it just tminus minute until my elevate a silver upgrade window open freeneversucks grin face with big eye thumb up
440,neutral,Virgin America,save some for tomorrow be
441,negative,Virgin America,why be it take year to home to dallas your shit together
442,neutral,Virgin America,jezziegoldz club virgin be bump in new york
443,positive,Virgin America,jezziegoldz would have be a rough trip but luckily we be on a virginamerica weather
444,neutral,Virgin America,be that thestarter beam face with smile eye
445,neutral,Virgin America,please come to minneapolis st paul
446,neutral,Virgin America,yes fyi my bff
447,positive,Virgin America,another perfect how come on your plane the sun visor can stay down other carrier you raise them
448,positive,Virgin America,nice rt the man of steel might be faster but we have wifi just say sciencebehindtheexperience
449,positive,Virgin America,i love the dancing little richard cool bean
450,positive,Virgin America,i don use passbook i still love you though heart smile i ll just use my email in the future
451,positive,Virgin America,thanks for the free birthday point yall be all right with me
452,neutral,Virgin America,do you have an application for io be look and only saw virgin mexico shock broken heart
453,negative,Virgin America,man of steel to more city though and with more frequency too
454,positive,Virgin America,thanks so much for share just add it to my site
455,neutral,Virgin America,good point
456,neutral,Virgin America,virginamerica i hear he have a virgin mobile hotspot
457,neutral,Virgin America,you cheese plate too
458,neutral,Virgin America,on all your
459,positive,Virgin America,dad on segway be the best part of this whole infographic
460,positive,Virgin America,be there any plan for a short haul airline in europe would defiantly with you guy smile
